@RELATION	TrainingSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Social,583631644747235328,'so what is the european union'
Technology,583631528204357633,'expressnews eu gearing up to sue google over anticompetitive claims'
Social,583631028205400064,'multilingual europe there are  official languages in the european union'
Technology,583631006349012992,'apple spotify streaming music deals said to be probed by the european union'
Technology,583631003098427392,'europe is gearing up to sue google over anticompetitive claims'
Social,583630834982395904,'england u vs england goals highlighst moldova september soccer streaming uefa'
Social,583630775683313664,'gloucester v connacht fri  gloucester face connacht in the european rugby challenge cup quarterfinals at kings'
Technology,583630723501989890,'tech  european union  the european commission is preparing to file formal charges against google amid the commi'
Economy,583630588382437376,'note from berlin the european energy union'
Economy,583630241660280832,'european union nations continue to overfish their atlantic waters'
Economy,583630112609931265,'mcdonalds under eu scrutiny for tax rulings in luxembourg n via  mcdonald eu scrutiny tax rulings'
Technology,583629750318436352,'european union you wouldnt need to sue google for antitrust if anyone wanted to n'
Politics,583628779622309890,'jonathan has set example for entire world  european union jonathan goodluck the european union election obs'
Technology,583628716804145152,'eu ready to declare war on google preps antitrust charges ntensions between the european union and google ne'
Technology,583628095665676289,'noviceseu gearing up to sue google over anticompetitive claims nthe european union is in the final stages of'
Technology,583627643037188096,'digital startups and the european union via'
Social,583626689982304257,'the european union considers the shutdown of the crimean tatar media a flagrant violation of the right kabari'
Politics,583626666221686784,'jonathan an example to the world  european union'
Social,583625609072508928,'excellent  mayors take climatechange into their own hands w historic union via'
Social,583625077792624641,'ja in germany and in the european union this is why the term is not well understood in north america'
Politics,583624580041986048,'its important to underline the new direction of the european union in italy matteo renzi on the eu via'
Social,583624179062349824,'ebu day music for holy week ian skelly presents the european broadcasting unions annual day of'
Social,583622626238599168,'gloucester v connacht fri gloucester face connacht in the european rugby challenge cup quarter rugbyunion'
Politics,583621687830261760,'the european union election observation mission has described as unprecedented president goodluck jonathans'
Technology,583620859832610817,'european union probing google inc goog over antitrust allegations to wrap up the case   tickerlens goog wlst'
Social,583620025275305984,'british nazi tries to burn a european union flag fails to do so due to eu policy on flammable materials'
Politics,583620021160673280,'european monetary union monetary policy meeting accounts released at  gmt may have short term impact on eur movement'
Technology,583619549414555649,'the european union is going to file antitrust charges against google in the next few weeks according to a new repor'
Social,583618656774389760,'gloucester v connacht fri gloucester face connacht in the european rugby challenge cup quarter rugby rfc'
Social,583618649937686528,'bbcsport gloucester v connacht fri gloucester face connacht in the european rugby challenge cup quarter'
Technology,583617957655379968,'apples muchrumored new music streaming service is already being subjected to scrutiny by the eu'
Social,583617354191339520,'pres poroshenko to support reopening of tatar tv the european union considers the shutdown of the crimean t'
Politics,583617312793747456,'cmte on european union affairs discussing engagement with the european ombudsman watch proceedings live here'
Social,583616252339445760,'news gloucester v connacht fri  gloucester face connacht in the european rugby challenge cup quarterfinals at'
Politics,583616140275879936,'the european union observer group to the  general elections in nigeria has described president goodluck'
Social,583615960822771713,'latest bbc feed gloucester v connacht fri  gloucester face connacht in the european rugby challenge cup quarter'
Technology,583615952006336512,'guido google facing eu lawsuit  the european union is preparing to follow up its long held belief that google ha'
Economy,583615862655057921,'comm cr pm european union affairs joint cr lh   pm t'
Social,583615295388024832,'mayors take climatechange into their own hands w historic union via'
Politics,583615206082772992,'politics eu may conclude google probe soon  report  the case has saidn the european union began i'
Social,583615205378240513,'europeanchampionscup quarterfinals take centre stage this weekend rugbyunion'
Economy,583615163544248320,'together the european unions  members account for  of world imports and exports via'
Social,583615147484262400,'randomly generated buzzword bingo cards for the leadersdebate here play with friends'
Politics,583614876838428672,'here is some background information about the european union'
Politics,583614864087613441,'nbcnews diplomacy until dawn kerry zarif burn midnight oil united states iran and european union leaders'
Politics,583614823956488193,'tyonews diplomacy until dawn kerry zarif burn midnight oil united states iran and european union le news'
Economy,583614257343770624,'ethiopia  eu to increase assistance to ethiopia addis ababa  april  wic  european union has decid'
Economy,583614254646833153,'eu to increase assistance to ethiopia addis ababa  april  wic  european union has d via'
Politics,583613902635700225,'european union commends jonathan for saving nigeria from chaos'
Social,583612512291131392,'the countdown has started the  and  will announce the  eupl winners together'
Social,583612263422103552,'the european union   int are partnering to promote  protect the rights of older women in tanzania eyd'
Economy,583611806431649794,'european union likely to impose place  limit on use of'
Social,583611752308285441,'ruckme gloucester v connacht fri gloucester face connacht in the european rugby challenge cup quarterfina'
Social,583611749900820480,'gloucester face connacht in the european rugby challenge cup quarterfinals at king'
Economy,583611289664126976,'council of the european union stop ecig ban via  saveecigs'
Technology,583610525478592514,'european union probing google over antitrust allegations to wrap up the case within a few months goog googl google'
Politics,583610339884998656,'brussels reuters  after decades of punching above its weight in europe britains influence in the european union is waning even'
Social,583610263925948416,'saints have the best chance of the english clubs rugby unions european champions cup reaches the quarterfin'
Technology,583610101627396096,'google facing eu lawsuit nthe european union is preparing to follow up its long held belie via'
Technology,583610097982541824,'google facing eu lawsuit nthe european union is preparing to follow up its long held belief that google has b'
Social,583609718263775232,'gloucester v connacht fri gloucester face connacht in the european rugby challenge cup quarterfinals at'
Social,583608396152119296,'glos gloucester v connacht fri gloucester face connacht in the european rugby challenge cup quarterfinals'
Technology,583607887643148289,'the european unions competition authority last year rejected an offer from google regarding antitrust issues'
Social,583607786891780096,'investigation into illegal secret civil hearing of criminal matters of a most serious nature whistleblowerkidsnnge'
Politics,583607716997947392,'european union policy update april  re digital single market energy  climate change'
Technology,583606736088473600,'report eu is preparing to file antitrust charges against google the european unions competition authority l'
Social,583606577938173953,'flag for the lgbt people of nazisoviet jewish union of islamic european states of iraqi and syrian republics'
Technology,583606371796549632,'goognneuropean union probing google inc goog over antitrust nn'
Technology,583605802444828672,'european union about to prosecute google for anticompetitive practices'
Politics,583605076343836672,'ecb account of the monetary policy meeting  european union'
Politics,583604966813761538,'politics winstonchurchill was actually one of the founders of the human rights act which tories wish to abolish'
Politics,583604442768912384,'european union commends jonathan for saving nigeria from the chaos that his party helped nurturen'
Economy,583603875069976576,'economies of the caricom have  trade arrangements with latin america and the european union see eclac report in'
Politics,583603850679955456,'polls jonathan an example to the world says eu  the european union eu observer mission for news nigeria'
Politics,583603661768654849,'european union policy update april   eu climatechange digitalmarkets'
Politics,583603023252951041,'mqm parliamentarians visit counterparts in the european union via'
Politics,583602599888347136,'latest post european union commends jonathan for saving nigeria from chaos'
Politics,583602515410812930,'naija  european union commends jonathan for saving nigeria from chaos'
Social,583601419737026560,'heres onen'
Politics,583600815589425152,'the paneuropean nazi party apf are seeking financial support from eu the very union they are out to destroy eu'
Social,583600703857262592,'trust in eu hits alltime low as gargantuan gravy train expands public trust in the european union is at an a'
Social,583600344107614208,'the srilanka government today assured the european union that it will remedy the root causes of injusticediscrimination  prejudice'
Technology,583600212981198848,'europe may be ready to throw the antitrust book at google  the european union is ready to file antitrust charges'
Politics,583599866783342593,'up to date news from the eu parliament european union eu matters and eu employment collected via analyticus'
Politics,583599664995368960,'video european union commends jonathan for saving nigeria from chaos'
Social,583599337978126337,'youre welcome to use or adapt mine'
Politics,583598447154061312,'video european union commends jonathan for saving nigeria from chaos gt'
Social,583598209383161856,'does  have the day off workas an employee of the european unionto go on bbcdp'
Technology,583597995385614336,'friction between european union regulators and americas big tech companies shows no signs of easing in  via'
Politics,583597891874336768,'video european union commends jonathan for saving nigeria from chaos   come again'
Politics,583597535903744000,'european union commends jonathan for saving nigeria from chaos gt'
Economy,583596724054286336,'eu urges ukraine to accept russian gas offer  eu  european union business news and information'
Technology,583596269085548545,'chinatopix european union preparing new antitrust case against google  tech chinatopix security'
Social,583595759632850944,'no sea food from today feeling really sick i have to work on my paper for the european union conference and i'
Social,583595737503641601,'last judgment  mayndaniel cohnbendit  european unionnfrom revolutionary to agent natonnverdict guilty'
Social,583595065559425026,'poll do you think the uk should leave the european union n say out  n'
Technology,583593842936565760,'european union regulators reviewing complaints filed by uber via'
Politics,583593561616228352,'the law  which goes beyond those its fellow european union members have passed  would allow for someone to'
Technology,583593540808151041,'report eu is preparing to file antitrust charges against google the european unions competition authority'
Economy,583590517310627840,'council of the european union stop ecig ban via'
Economy,583590341049126912,'eu ban fur farming in the european union via'
Social,583590006633037825,'i love the idea of european union since  i never allow european union collapse in my life tenure'
Economy,583589212907298816,'seal meat from canada produced by inuit communities could soon be sold in the european union eu after the'
Technology,583588480946720768,'cnet uber says france germany and spain broke european union laws by trying to ban its service'
Social,583587925436178432,'bdnews bangladesh eu stand against violent extremism in bangladesh the european union eu has called upon'
Technology,583587708272009216,'uber says france germany and spain broke european union laws by trying to ban its service'
Social,583587707600769025,'welcome to naija everything media humble historical president european union made some awesome'
Politics,583587681621409792,'european union law core texts series humphreys matthew'
Technology,583587318763757568,'european union lays groundwork for antitrust charges against google via  eu google antitrust'
Politics,583587223150338048,'humble historical president european union made some awesome comments on behalf of president jonathan the na'
Technology,583586942371176448,'sistemass cnet uber says france germany and spain broke european union laws by trying to ban its service'
Politics,583586578074836992,'poll do you think uk should leave the european union ukip'
Technology,583586535741779969,'cnet  uber says france germany and spain broke european union laws by trying to ban its'
Social,583585949466042369,'this movie sparked conversation throughout the movie we had a european union ladies gathering at my house last'
Economy,583585210878398465,'the european union is under increasing pressure to curtail its anticompetitive subsidies to farmers'
Technology,583584640088182784,'mt  competition  cabs uber files competition complaints with eu against national govts'
Social,583583470846402560,'can the porto directors just be in charge of the european union bro'
Politics,583582616864956417,'humble historical president european union made some awesome comments on behalf of president jona'
Politics,583582580613771264,'humble historical president european union made some awesome comments on behalf of president jonathan'
Technology,583582295023550464,'the european union prepares its billion case against google eu'
Social,583581612111167489,'i posted  photos on facebook in the album european union film festival inauguration pics'
Social,583580677532188672,'the french have the highest female life expectancy in the european union factoftheday could be all that delicious goatscheese'
Social,583580257313288192,'the sunset of sovereign powers over the european union    via'
Social,583579683410837504,'forms partnership with   winners to be revealed at lbf opening th april'
Economy,583579207705370624,'processnews eu scraps milk quota after  years the european union eu has scrapped the milk'
Technology,583578324120788992,'eu as in european unionis about to sue google'
Social,583577278661206016,'french presidency of european union europe  euro oz silver  free gift'
Politics,583576890780344323,'the african union mugabe and the european union'
Economy,583576472662704129,'introducing exposure rules across the euro area would greatly increase the stability of monetary union'
Politics,583575387533246465,'must read european union made some comments on behalf of president jonathan'
Economy,583574888050483200,'nneuropean union and undp assist belarus in moving towards green economy the'
Social,583574637289705473,'bathrugby european champions cup quarterfinal preview  betfred double delight on first try scor bathfamily'
Politics,583574406070476800,'the european union is a giant pension fund for european politicians'
Politics,583571564333027328,'bloomberg if greece does not reverse its decision the european union will face the'
Economy,583571476218949632,'right time for talks on indiaeu free trade pact kher new delhi it is the right time for european union to'
Economy,583570672095485952,'malta slips to sixth lowest place in unemployment stakes in european union  the malta independent'
Economy,583570042731831296,'right time for talks on indiaeu free trade pact  it is the right time for the european union to resume negotia'
Politics,583570031004426240,'european union reveals what president jonathan is to the world newsheadlines'
Politics,583569983201906688,'pending cases at the court of justice of the european union'
Politics,583569823948525569,'tunisia european union intent on sending a security official'
Economy,583569528426254336,'stop eu funding of eritreas repressive regime'
Economy,583569405310803968,'sign and share council of the european union stop ecig ban via'
Economy,583568582736510976,'right time for talks on indiaeu free trade pact'
Economy,583568223355985920,'stop eu funding of eritreas repressive regime via  and  n via'
Politics,583568175658176512,'vestnik kavkaza bloomberg if greece does not reverse its decision the european union'
Social,583567953842438144,'european champions cup quarterfinal preview  betfred  via'
Economy,583567153200177153,'hble right time for talks on indiaeu free trade pact it is the right time for the european union to resume'
Social,583567067841830913,'dtn bangladesh stand against activities of violent extremists says eu the european union eu has said the'
Technology,583566747485208576,'competition  cabs uber files competition complaints with european union against national govts via'
Economy,583566112241123328,'european union fisheries conservation in mediterranean to be strengthened mar'
Economy,583565859651596288,'dna right time for talks on indiaeu free trade pact it is the right time for european union to resume nego'
Politics,583565845252743168,'european union commend president jonathan on his conduct after the presidential election'
Social,583565034397294592,'the mystery of the golden stars  an adventure in the european union'
Economy,583564106717913088,'the european antitrust is a socialist organisation against the free market eu  union of the republics socialist from europe'
Economy,583562469093814272,'under the looking glass surveying  social enterprises in china russia and eu  socialbusiness'
Politics,583562434423689216,'germany dominates the eu and will not agree to fundamental reform via'
Technology,583561753340018689,'report european unions top antitrust authority laying groundwork for charges against google source says'
Politics,583561202648875008,'following the defeat the incumbent president recently suffered at the march  presidential election the european union eu'
Technology,583559737360384001,'the eu is planning antitrust charges against googlethe wall street journal is reporting that the european union'
Social,583559575246364672,'eyd must aim at reaching the most vulnerable children in their first  days myeyd'
Technology,583559145560899584,'eu joins us to try to stop chinas new technology rulesn n brussels reuters  the european union on thursday sharply criticized china'
Social,583559074224201729,'please sign and sharenthey only need  signaturesn'
Economy,583558681209372673,'ukraine needs unity of european union  poroshenko ukrinform'
Politics,583558606383120384,'court of appeal asks the cjeu to rule on the validity of the aviation emission trading scheme moratorium'
Politics,583558396353183745,'european union reveals what president jonathan is to the world'
Social,583558347221291008,'the eu should stopatnothing to reach count and protect vulnerable children myeyd'
Politics,583558061991800832,'biggest risk to business is conservative policy on european union   in cambridge'
Politics,583557821083607040,'european union eeas  call for proposals  support to zimbabwe civil society'
Politics,583557654519382016,'jonathan holds meeting with european union observers hailed as a hero for conceding election defeat'
Economy,583557577990103040,'momentum  capital markets union  driver for european growth'
Social,583557028959784960,'the eyd must stopatnothing to change childrens lives in  and beyond myeyd'
Social,583555780558901248,'in  we want the eu to stopatnothing to eliminate childhood malnutrition myeyd'
Economy,583555677353828352,'malta slips to sixth lower place in lowest unemployment stakes in european union  the malta'
Technology,583555667262316544,'the eu is planning antitrust charges against google  the wall street journal is reporting that the european union'
Politics,583555629064658944,'diplomacy until dawn kerry zarif burn midnight oil  united states iran and european union leaders working on a'
Politics,583555428908412929,'nigel farage is reportedly going to attack snp leader  for being promass migration proeuropean union in the debate'
Politics,583555148993196032,'biggest clap of the day is for  saying britain is better off in the european union ge labour'
Social,583554705911111682,'the eyd should focus on razita struggling to have access to health services myeyd'
Economy,583554615515488257,'up to date news from the european union eu parliament eu matters and eu entrepreneurship via analyticus'
Economy,583554441841770496,'malta slips to sixth lowest place in unemployment stakes in european union'
Politics,583554251512750081,'diplomacy until dawn kerry zarif burn midnight oil united states iran and european union'
Social,583553660925403136,'your very own bingo card for tonights way ge debate  online version here'
Technology,583553083466092544,'europes antitrust case against google  at a glance the european union has been investigating for five year'
Politics,583553002084163584,'the european union eu has said the government authorities political parties and civil society should stand'
Politics,583552961827250176,'somethingfortheweekend download our briefings on energyunion and euinvest ment plan eu'
Social,583552913538207744,'working at the european union and you'
Politics,583552806470025216,'greece greece reform plan not enough for a deal the european union flag waves in front of news truegreece'
Politics,583552716036669441,'diplomacy until dawn kerry zarif burn midnight oil united states iran and european union leaders oladeile'
Politics,583552702803648512,'news diplomacy until dawn kerry zarif burn midnight oil united states iran and european union leader tu'
Social,583552006578647040,'working in the european union'
Technology,583551577278943233,'the eu is planning antitrust charges against google nthe wall street journal is reporting that the european union'
Politics,583551554063597568,'finance minister simsekeven if turkey doesnt enter european union we will be like norway and switzerland of europe'
Social,583550283671851008,'eyd story of the week ebola survivor helps his community to recover in guinea'
Politics,583549713137401856,'united states iran and european union leaders working on a deal to limit irans nuclear'
Politics,583549654861619201,'jonathan holds meeting with european union observers hailed as a hero for conceding election de ff gospelgee'
Politics,583549641158864896,'itweetfeeds jonathan holds meeting with european union observers hailed as a hero for conce ff'
Economy,583549565007220737,'saw the launch of the very first sibos in brussels the home of theneuropean union and nato headquarters tbt'
Politics,583549426716708865,'united states iran and european union leaders working on a deal to limit irans nuclear program took a severalhour pause for rest e'
Politics,583549378943672320,'european union commends jonathan for saving nigeria from chaos nigeriadecides'
Politics,583549358932561920,'nbcnewsworld diplomacy until dawn kerry zarif burn midnight oil united states iran and european union lea'
Politics,583549075842277376,'european union commends jonathan for saving nigeria from chaos nigeria'
Politics,583549003997941760,'european union policy update april  re digital single market energy   the national law review'
Technology,583548224595763200,'european union data protection authorities approve amazon web services data processing agreement  privacy'
Politics,583547850220535808,'jonathan holds meeting with european union observers hailed as a hero for conceding election defea'
Economy,583547424179937280,'malta slips to sixth lower place in lowest unemployment stakes in european union'
Politics,583546218506133504,'jonathan holds meeting with european union observers hailed as a hero for conceding election defeat ng'
Politics,583544293907902464,'polls jonathan an example to the world says eunnthe european union eu observer mission for nigerias'
Economy,583544211259203585,'germany eyes obligatory id for schengen flights   eu security'
Politics,583542471176626177,'out this month from ecprpress panke et als consultative committees in the european union no vote  no influence'
Politics,583542033987538944,'time to forge a european defence union geopolitics'
Politics,583542007462658048,'united states iran and european union leaders working on a deal to limit irans nuclear program took a'
Economy,583541273841311744,'council of the european union ban the sale of shark fins via'
Politics,583540974468538368,'jonathan holds meeting with european union observers hailed as a hero for conceding election defeat the euro'
Politics,583540947549429762,'jonathan holds meeting with european union observers hailed as a hero for concedin kindly follow'
Politics,583540502349262848,'ng jonathan holds meeting with european union observers hailed as a hero for conceding election defeat'
Politics,583540200703467520,'novicesdiplomacy until dawn kerry zarif burn midnight oil united states iran and european union leaders worki'
Politics,583540174811832322,'diplomacy until dawn kerry zarif burn midnight oil united states iran and european union leaders  topnews'
Politics,583540077155885056,'diplomacy until dawn kerry zarif burn midnight oil united states iran and european union leader nbc news'
Politics,583540072428875777,'diplomacy until dawn kerry zarif burn midnight oil united states iran and european union leaders'
Politics,583540064984137728,'united states iran and european union leaders working on a deal to limit irans nuclear program took a severalho'
Social,583539967999217665,'promoting uptake of parental and paternity leave among fathers in the european union'
Technology,583539957609934848,'the european union has been investigating for five years allegations that search giant google inc abuses its'
Social,583539921077477378,'how can policy makers quickly realise social goals through promotion of socent survey  intern socents'
Economy,583539607335215104,'new on blogactiveu the challenges of the single market  the european union is a symbol of positive economic'
Social,583539404771233792,'courtney lawes confident of northampton saints progression in champions cup'
Social,583539038004482048,'bdnews bangladesh eu stand against violent extremists in bangladesh the european union eu has called upo'
Economy,583538644503396352,'the challenges of the single market the european union is a symbol of positive economic growth and has been so fo'
Technology,583538633816338433,'noviceseuropes antitrust case against google  at a glance nnthe european union has been investigating for five'
Politics,583538489238495232,'the european union election observation mission to nigeria has described president goodluck'
Technology,583537813213192192,'the european union is said to have taken steps to file to google on antitrust law wednesday'
Technology,583537786025676800,'wall street journal the european union is gearing up to file to googles antitrust'
Social,583535887914500096,'interesting blog by  on assessing credibility when children apply for asylum in the eu'
Politics,583534253440270336,'president jonathan had a closed door meeting with members of the european union observers group at the'
Social,583534020383920128,'hearing on the fight against terrorism and the challenges for eu internal security'
Politics,583532496899465216,'the european union election observation mission to nigeria has described president goodluck jonathans concession'
Politics,583532290350981120,'eu diplomat reiterates support for osce minsk group efforts the european union eu supports the efforts of t'
Politics,583531079451025408,'if greece cant abide by eu displine seeks help frm russia  china it has no right to stay within european union'
Politics,583529832677580800,'jonathan holds meeting with european union observers hailed as a hero for conceding elect'
Politics,583529818878185473,'entertainment jonathan is an example to the world  european union the european union eu obs pls retweet'
Economy,583529029342494720,'the european union  expensive experiment that should never have gone beyond maastricht'
Politics,583528438553649152,'egospelhub  european union commends jonathan  calls him a shining example for world leaders via'
Economy,583528146860802048,'eu  european union business news and information'
Economy,583527972528861184,'medicinal products in the european union the legal framework for medicines for human use'
Social,583527317525233664,'real estate yemen war is having an alarming impact on civilians says eu european union condemned attacks'
Economy,583526129069338626,'record number of migrants expected to drown in mediterranean this year   eu migration ibm frontex'
Technology,583525271057338368,'check  blog european union data protection authorities approve amazon web services data processing agreement'
Economy,583525149317668865,'eu reaches tentative deal to cap foodbased biofuels  european union lawmakers reached a tentative deal on wednes'
Politics,583525148130734080,'specialdelivery european union commends jonathan  calls him a shining example for world leaders'
Politics,583524678444003329,'european union commends jonathan  calls him a shining example for world leaders'
Politics,583524471811678209,'european union commends jonathan  calls him a shining example for world leaders the europe via'
Politics,583524316618297344,'ukraine needs unity of european union  poroshenkonnnukraine news timeua kiev politics poroshenko eu unity'
Social,583524016125685760,'will be speaking about and giving away tips to win european unionerasmus mundus funded mobility program pic'
Politics,583523254393937921,'armenia hrazdan eu diplomat reiterates support for osce minsk group efforts the european union eu support'
Technology,583522832912482304,'eu cyber alert cyber security directive held up in face of wild west internet via'
Politics,583520702743052288,'belarus strongman balances among war in ukraine putin european union'
Economy,583520606903214080,'all at sea europes struggle to cope with growing migrant crisis   eu migration ibm frontex'
Social,583520400262311936,'yemen war is having an alarming impact on civilians says eu european union condemned attacks on ho abnews'
Social,583520396810391552,'yemen war is having an alarming impact on civilians says eu european union condemned attacks on hospitals'
Politics,583519668205326336,'european union observers commend jonathan for conceding defeat'
Economy,583519106910986240,'facing backlash from its own supporters syrizas deal with the european union has sparked angry demonstrations'
Politics,583517508373614592,'pme naija european union observers commend jonathan for conceding defeat'
Politics,583516125704499200,'ukraine needs unity of european union  poroshenko'
Politics,583515403231436800,'european union observers commend jonathan for conceding defeat members of the european union observing group'
Technology,583513110180278273,'the european union is reportedly taking steps to file against google over antitrust laws'
Politics,583512047385649153,'european union policy update april  re digital single market energy  climate change  mwc'
Social,583510942169837568,'european union film festival inauguration stillsnmore at nactress'
Economy,583509256256761856,'update news from the eu parliament european union eu affairs and eu entrepreneurship via analyticus'
Politics,583507279875612672,'this is going to escalate the tensions between the un and european union with the far right wing groups'
Social,583506980821536770,'the european union is the new roman empire'
Social,583504725171183616,'the objectives of our petition are tonninform eu which should know better that the regime in eritrea is so'
Economy,583504323637837824,'loopholes and taxation overseeing a fairer european union taxation taxes loopholes europeanunion'
Economy,583503843268386816,'note from berlin the european energy union and why germany pushes for more integrated electricity marketsn via'
Politics,583503163799412736,'north american union because the european union has worked so well the march is on to destroy the united states part of usa pjnet tcot'
Social,583502358274936832,'the european union has called upon all to stand united against violent extremism in bangladesh'
Politics,583501816517623808,'politics european union pledges  billion euros in aid to syria  very generousn the european u'
Technology,583497717176868864,'the problem with googles potential  billion european union fine  forbes'
Economy,583497233523417090,'mcdonalds under eu scrutiny for tax rulings in luxembourg'
Politics,583496307492261888,'eu observers submit interim report to jonathan the european union eu observers have submitted a  nigeria'
Economy,583494074101014528,'buthanasius prop n the last of the european union and for the small red acid fruits resembling small plums'
Politics,583493156563357696,'terming recent murders of bloggers attack on free speech  democracy the european union has called upon all to stand united against'
Technology,583487676449484800,'whoa there goes goog the european union is reportedly taking steps to file against google over antitrust laws'
Social,583487431011205120,'european union says war in yemen having alarming impact on civiliansn eu decisivestorm'
Social,583486610907369473,'as a result of postwar migrations there are now more than  million muslims living in the european union'
Social,583485930402619392,'rise of the fourth reich  the european union via'
Social,583485526889467905,'uefa take fight against tpo to european commission paris uefa and international players union fifpro have lodged'
Economy,583482130077851648,'partner to develop pacific coconut sector  trade coconutpasifika'
Technology,583482124302290946,'the european union is reportedly taking steps to file against google over antitrust laws on wednesday april'
Politics,583481568288702464,'nigeria european union commends jonathan for saving nigeria from chaosnthe european union observer group to'
Social,583479864805560320,'the european union is a tool of the nwo and have also nearly outlawed the right to self defense fag'
Technology,583479632218849280,'technews aws gets the thumbs up from european data privacy watchdog an assortment of european union data pro'
Technology,583479322901663744,'the us search giant has been engaged in a fiveyearold antitrust investigation with the european union'
Politics,583479018084675585,'democracys coming to the european union'
Economy,583477689069240320,'loopholes and taxation overseeing a fairer european union  by margrethe vestager companies should pay a'
Politics,583477650162868224,'jonathan has set example for entire world  european union'
Politics,583477399972671489,'jonathan has set example for entire world  european union the european union election observation mission to nige'
Technology,583476636739379200,'google  the us search giant has been engaged in a fiveyearold antitrust investigation with the european union'
Politics,583470882598686720,'agenda  the week ahead    april  external parliamentary activities weeksource   european union'
Technology,583466190103711744,'the european union is reportedly taking steps to file against google over antitrust android'
Politics,583465408776146945,'council of the european union stop eu funding of eritreas repressive regime nthe root cause of refu via'
Technology,583465153200459776,'the european union is reportedly taking steps to file against google over android google'
Economy,583464910647996417,'greece alexistspiras european ecb imfnthe union and the euro are at stakegreece warns eun'
