@RELATION	TestingSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Technology,583615952006336512,'guido googl face lawsuit prepar follow up it long held belief googl ha'
Economy,583615862655057921,'comm cr pm affair joint cr lh pm t'
Social,583615295388024832,'mayor climatechang own hand w histor'
Politics,583615206082772992,'polit conclud googl probe soon report case said began'
Politics,585542756027801602,'greec prime minist take fundrais quest moscow todai in transpar attempt plai russia off'
Politics,585542462724255747,'investig illeg secret civil hear crimin matter most seriou natur bbcge ge'
Social,585542092736307202,'squar'
Economy,585539621943177218,'quit like pai back all monei ow repar'
Politics,585537717284515842,'whose success have pave wai more confeder nation in verg breakup'
Economy,585536270811713540,'answer question monetari emu'
Social,585535465517928449,'mendelssohn symphoni n italienn youth orchestra v ashkenazi dir classicalmus'
Economy,585533139281391617,'busi gather evid defer tax asset gather evid possibl inv'
Politics,585532527550586880,'here my quot bottom tonyblair notsafeanymor runningscar ukip'
Politics,585530071546486785,'america launch covert war unionread'
Politics,585529760454959105,'broadcast'
Economy,585529432946974721,'reuter schulz warn stick eu line russia sanction parliament presid'
Politics,585529317121196033,'just about set new order insid europeanunion gogreecego'
Social,585529265405485059,'paufflei word becom even more disturb whistleblowerkid opdeatheat'
Social,585529177853587456,'nationalbeerdai realli need freak beer after read about'
Economy,585529135046471682,'firm competit practic grow a regul step up activ'
Economy,585525414753341441,'zimbabw extend sanction mugab yesterdai renew anoth year it'
Politics,585524698089402368,'toni blair warn quit threaten citi supremaci'
Social,585524289379639296,'just statist'
Economy,585523847102910464,'statist republ moldova export more'
Social,585523776848326657,'documentari project dreamlandwhen had it biggest enlarg east year ago mani young peopl took opportu'
Social,585523601740279810,'documentari project dreamlandwhen had it biggest enlarg east year ago mani'
Politics,585521908130705408,'leav'
Politics,585521353245220864,'parliament consultedaudit committe diffic task ahead'
Economy,585521116111835138,'todai in wto rule in favour unit state in it longrun trade disput banana'
Technology,585521084306436096,'cytori grant orphan drug statu cellular therapeut in healthinnov pharma health'
Politics,585518331559575552,'gareth thoma scot alwai stand'
Politics,585517913144221697,'guid terminologi procedur sourc sourc hous common'
Economy,585517429880565760,'doe have futur europeanunion eurozon'
Politics,585516078618533888,'open sourc strategi in move contributionyai'
Economy,585515926939918337,'quizz itali bank aid localit'
Social,585515013437284352,'haydn symphoni n la passion youth orchestra v ashkenazi dir classicalmus'
Politics,585514191827636228,'tale two contin gmo regul in unit state'
Social,585513252676902912,'tough dai ahead unioneveryon heard sayingoh it alwai surviv fittest rest go oblivion'
Politics,585513096237735936,'complain about cafcass'
Politics,585512888628080641,'council unit nation hagu investig illeg secret civil h'
Politics,585512034902679552,'ten reason get rid'
Politics,585505942336380930,'so u do like im follow'
Politics,585505757526937603,'farag welcom blair intervent ukip'
Politics,585505288297525249,'breathtak doubl standard unionwreck nicolasturgeon even candid deni popul referendum'
Social,585504035903508480,'quarter agricultur good produc illeg deforest land destin'
Social,585503786652868610,'council ban sale shark fin'
Technology,585503563301986304,'smehouruk check out expert opinion energi'
Social,585503563096453122,'lastminut win saracen in championscup quarter final'
Politics,585502817089167360,'expansion make empir so u dont like then'
Economy,585502435499757569,'up date new parliament matter entrepreneur collect analyticu'
Politics,585502427551498241,'us seriou crise it face help unit contin a never befor'
Politics,585502374430646272,'crise face help shape contin unifi it'
Politics,585501353323139072,'guid terminologi procedur sourc sourc hous common librari'
Politics,585501077996437506,'council work group report access law oj c p ht aa'
Technology,585500871896788995,'pai see bug my food regul inform can hamper radic innov in'
Economy,585500707115110401,'id sai washington impos sanction unelect brussel offici lead disintegr a countri rebel'
Politics,585500417506877441,'nigel farag welcom blair intervent'
Technology,585499478918037506,'new worldsens industri attend geoscienc assembli in viena austria'
Politics,585499016198234113,'israel more import alli than entir million peopl chuck'
Politics,585498572583477249,'federika moghirini memeb itlain communist parti nuclear deal iranii'
Politics,585498265963130880,'u must love'
Politics,585498173944242177,'next th we have glyn ford parliamentari member come'
Politics,585498123491004416,'even standardtoni blair warn quit threaten citi supremacyeven standardth b'
Social,585497638411309060,'asylum rule must chang officialth concern it exist asylum'
Politics,585497632279265280,'thi wouldnt question detail knowledg help you either love be in you dont'
Politics,585497172289986560,'toni blair warn quit threaten citi supremaci even standard'
Technology,585496236188422146,'geoscienc meet press confer live stream onsit regi see more'
Politics,585496082144190467,'thank god step in save in last episod sarcasm'
Social,585495033345921025,'statement spokesperson anniversari rwandan genocid'
Politics,585491430342295553,'all countri unionand countri accept polici togeth we choos'
Economy,585491096437977090,'quizz itali bank aid'
Politics,585491060392120321,'we alwai part but we dont have part'
Economy,585490977227460610,'explain introduc exposur rule across eurozon increas stabil monetari'
Economy,585490911599157248,'path toward fiscal integr'
Technology,585490545331548160,'pai see bug my foodregul inform in entomophagi'
Politics,585489023470329857,'stop dam in'
Technology,585488572683255809,'did you know countri includ japan china alreadi label genet engin food gmoinsid'
Social,585488107824410624,'comment letter life in ideal but we better togeth let'
Politics,585487932414365696,'leav joke sure'
Politics,585487345408942080,'infh uxeyx gianni pittella relat between africa should strengthen'
Economy,585487279847772160,'view latest statist factsheet agricultur in member state'
Politics,585486698324357122,'thing you never knew about ukelect eureferendum'
Politics,585486269481877504,'mr putin shown keen interest in exploit divis within own gain'
Economy,585485372127346688,'uniform reason discount rate energi effici lowhang fruit energi'
Economy,585483680270934016,'mcdonald under scrutini tax rule in luxembourg busi avoid taxdodg advis cheshir'
Social,585483677548818432,'past eventth crisi manag conflict prevent associ ukrainian civil societi in'
Social,585482374420496384,'statement spokesperson anniversari rwandan genocid kwibuka'
Politics,585480988261756928,'tonyblair we have hour save'
Social,585480774469693440,'thesilentmountain head singapor th film festiv thi read more'
Politics,585479879476568065,'must sai we even'
Technology,585479083326369792,'year anim test been ban in countri in unionno anim test cosmet polici sinc'
Social,585347741129252865,'bingetub leicest citi v manchest highlight leagu'
Social,585345083261718528,'leicest citi v manchest highlight leagu leicest manchest premier unit'
Economy,583394994272120833,'countri in avoid recess'
Politics,583392859170144256,'new fast fact link remov follow link remov worldlatest go link remov make free monei world'
Politics,583392491379916801,'break new fast fact'
Politics,583392482785792000,'cnn new fast fact world'
Politics,583392431342653440,'yoan fast fact yoan'
Politics,583392357648695296,'jhonaik fast fact jhonaik'
Politics,583310409622380546,'new fast fact'
Politics,583310403288965120,'fast fact here some background inform about'
Technology,583309887368761344,'data protect author approv amazon web servic data process agreement all thing'
Politics,583308397744926720,'new fast fact world'
Politics,583307196789866496,'victoria ii ultim mod let build german'
Social,583307047631900672,'dutch turkish blackout prompt stress test brussel plan stress test pge'
Politics,583306376002342913,'hellen republ consid itself proud indefeas member irrevoc member eurozon document'
Social,583306184079249408,'dutch turkish blackout prompt stress test brussel plan stress test pgasia'
Economy,583305659334148097,'watch webinarwednesdai free ondemand webinar hold compani'
Social,583305440286638080,'check out catalog see option fresh ecuadorian rose wholesal price logisticfarm'
Technology,583305321076125697,'dataprotect author approv amazonwebservic data process agreement aw'
Social,583252229580156928,'north rule out clermont match northampton wing georg north miss saturdai rugbi champion'
Social,583252211141976064,'bbc rugbi new north rule out clermont match northampton wing georg north miss saturdai'
Social,583252207555870721,'bbcsport north rule out clermont match northampton wing georg north miss saturdai ru'
Social,583251982539886592,'north rule out clermont match northampton wing georg north miss saturdai rugbi champion cup'
Social,583251911731601408,'north rule out clermont match northampton wing georg north miss saturdai rug rugbyunion'
Politics,583232630566588416,'punchnew focu challeng ahead tell buhari franc have congratul p'
Politics,583232551092781056,'focu challeng ahead tell buhari franc have congratulat'
Politics,583232490745163777,'punchnew focu challeng ahead tell buhari franc have congratul'
Social,583231583064350720,'uefa player fifpro ask commiss make thirdparti player ownership illeg worldcup'
Politics,583231366378065921,'suggest imposit sanction israel settlement brussel press tv re'
Politics,583231313307553792,'must read global report deathpenaltyiran actsusa talk'
Social,583231279610634240,'uefa world player fifpro have ask commiss outlaw thirdparti player ownership'
Politics,583231269200363520,'focu challeng ahead tell buhari franc have'
Economy,583231086509031424,'serbia energi serbianew insur law condit liber insur servic'
Social,582927301605601280,'ford england star shine bath coach mike ford relish prospect have england star bac'
Social,582927284572553216,'sky sport ford england star shine bath coach mike ford relish prospect have eng'
Social,582927277551263744,'ford england star shine bath coach mike ford relish prospect have e ultimatetipp'
Economy,582926663861837825,'grow digit social innov ecosystem'
Economy,582926132388892672,'fulltim administr assist etui trade institut locat brussel belgiumdesc'
Social,582925735763054593,'fa reaction a uefa fine serbia ban england player reaction serbia soccer uefa'
Economy,582924464003817473,'rian busi approv third bln financi aid packag council'
Politics,582924064823611392,'doubl syria aid pledg billion euro announc pledg nearli billion'
Politics,582923789584994304,'coverag about fnf panel discuss dure model blagoevgrad'
Politics,582922999629627394,'synopsi turkei thoma piketti'
Economy,582922985985613825,'wwjob fulltim administr assist etui trade institut locat brussel belgium'
Technology,582922812362514432,'commiss divid nationspecif content block jfruh write in theori'
Politics,582922183745384448,'you better look again it state first'
Economy,582921386919759873,'lawmak back plan end overfish in baltic sea brussel reuter lawmak'
Politics,582920835461177346,'ceta opportun transform relationship between claim seppei ffa'
Social,582920779798589440,'dont want get marri want get educ year develop aran crochet onc'
Economy,582920649557086210,'in let demand ambiti legisl put stop conflict miner'
Politics,582920333763694592,'thi best opportun allianc americaneuropean thu isol israel arabia support'
Politics,582918925903593472,'nato chief seek closer cooper new nato bbc cnn msnbc tcot ccot p ap'
Politics,582918641353641984,'whoop crossparti group sai doesnt interven unduli in british life cameron'
Politics,582918554355286017,'interest in regist europ polit thi summer onlin cours run'
Politics,582918364785442817,'faro have all benefit but dont want in a stop them slaughter whalespl interven bloodeclips'
Social,582918338218713088,'recent introduc new set lawsknown a land obligationund it common'
Social,582917506530082816,'film festiv inagur still'
Politics,582916959580266496,'referendum campaign your mp vote peopl politician should decid futur'
Economy,582916775165194240,'lawmak back longterm plan end overfish cod sprat her stock in baltic sea fir'
Economy,582916183109685248,'lawmak back plan end overfish in baltic sea brussel reuter lawmak back o'
Social,582915872748150784,'u have power end thi slaughter pl interven now meat toxic'
Economy,582914853100224512,'euro area unemploy rate record it lowest sinc luxembourg eurostat press cont'
Politics,582914447372632065,'n in down street in o out labour seem europeit my countri'
Social,582913255141703680,'medicin agenc network strategi work togeth improv health'
Politics,582912447981449216,'ever closer introduct integr de'
Politics,582912208578965504,'eutm mali special repres sahel mr reveyrand de menthon visit mission hq'
Social,582911746849030145,'challeng cup risk becom rugbi johnston paint trophi championcup'
Economy,582910577300938752,'trade institut etui benchmark work labour market info free download'
Social,582910344567373824,'ebola survivor turn help commun recov in guinea inspir stori papu'
Economy,582910046700453889,'syria aid pledg top billion a donor meet other donor pledg more than billion o'
Social,582909565680877568,'new studi human right indic in context humanright'
Economy,582909401729622016,'syria aid pledg top billion a donor meet other donor pledg more than bi'
Economy,582909282909335552,'eurozon inflat up core'
Economy,582909230329495553,'noviceseu lawmak back plan end overfish in baltic sea lawmak back'
Politics,582908977945690113,'mix opinion a unionfund rank effort enter second year'
Social,582908974355378176,'freiburg am current in program hiresm'
Economy,582908679005032449,'move limit special tax deal'
Economy,582908633358417920,'pm harper in alliston announc honda export canadianmad vehicl under free trade agrmnt'
Economy,582908070902169601,'lawmak back plan end overfish in baltic sea brussel reuter lawmak bac'
Politics,582907947203870720,'freiburg am current in program'
Economy,582907429765025793,'lawmak back rule stop rig market benchmark lawmak have given initia'
Economy,582907378779074561,'lawmak back plan end overfish in baltic sea brussel reuter law'
Economy,582906753647554561,'futur energi should prioritis nuclear power mike kirst argu'
Politics,582906488110379008,'franc euro commemor presid'
Economy,582905647001395200,'kuwait pledg bn euro in syria humanitarian aid busi new inform'
Social,582905398958682112,'filmfestiv inaugur still'
Economy,582905285099982849,'lawmak back plan end overfish in baltic sea brussel lawmak back tue'
Technology,582904737516756992,'smart grid smart energi commiss speech check deliveri brussel'
Economy,582904009104728064,'noviceseu lawmak back rule stop rig market benchmark lawmak have given'
Social,582903918876876800,'rhy patchel miss cardiff blue quarter final newport gwent dragon'
Politics,582903551967514624,'those poll tn favour referendum sai want leav stai in'
Social,582903234915885056,'guid introduct law eulaw'
Politics,582903204964253696,'bjp popul alreadi outnumb crorememb'
Economy,582902953490694144,'icymi honda plant upgrad send vehicl first time ever cdnpoli'
Economy,582902406251470848,'berlin energi council foreign relat'
Social,582901937701568512,'watch new version video you can make timber regul work eutr'
Economy,582901545123115009,'icymi honda plant upgrad send vehicl first time ever'
Social,582901453863321600,'statement murder joan kagezi in uganda'
Politics,582901369008422912,'renew promis speech minist koender'
Technology,582901304248254464,'smart grid smart energi'
Social,582901264549171200,'continu strong support victim syria crisi nna significantli increas it'
Social,582900928505868288,'fifa manchest unit goal highlight fifa goal highlight unit'
Economy,582899621736812546,'earmark m green economi project in belaru alloc million assist'
Social,582899362688299008,'footbal russian creat role antirac inspector'
Politics,582897891926286337,'mexico switzerland norwai present nation strategi indc climatechang'
Technology,582897525406957569,'call tripl fund tuberculosi research coughupthetbmonei'
Social,582897198507159552,'doe care about poverti in africa poverti in africa opportun ant challeng'
Economy,582896390147346433,'joaquim levi just compar trade within brazil small brazil'
Social,582895899925434368,'top team absenc show europ secondti contest challeng cup'
Social,582895439101325313,'uneas about immigr core elect campaign parti want britain leav'
Social,582894864343257088,'dairi farmer hit street brussel protest lift milk quota'
Politics,582894515293450241,'amran hussain euj jewish student speech un st'
Politics,582893482953482240,'somaliland meet british embassi offici in hargeisa'
Economy,582841479481192448,'monetari consum price index yoi in line forecast in forex forextrad'
Economy,582841306252218368,'there facilit transit toward sustainableagricultur in state ffa'
Social,582839797292630016,'eupha fph call put health befor profit reject ttip'
Economy,582839782587297793,'infl ex food enr flash stai flat v prev infl ex foo'
Economy,582839530174070784,'infl ex food enr flash stai flat v prev'
Social,582839062496710656,'ban product foie gra in it import'
Economy,582838888135139329,'fx updat infl ex food enr flash stai flat v prev'
Politics,582837245993828352,'welcom kingdom arabiaamp announc meet all yemeni parti'
Economy,582836449382408192,'noviceseurozon price fall eas in latest consum price print eas currenc union fear slide in'
Economy,582835784467787776,'monetari consum price index core yoi meet forecast in myrichtrad richtrad'
Economy,582835783658315776,'monetari consum price index yoi in line forecast in myrichtrad richtra'
Economy,582835780239912960,'monetari unemploy rate abov expect in actual myrichtrad r'
Economy,582834886219821056,'monetari consum price index core yoi meet forecast in forex fxstreet'
Social,582893460191072256,'guardian top team absenc show europ secondti contest challeng cup'
Politics,582893315919613952,'afraid axi moscowathen merkel answer we in moscow too nevertheless we etc xd'
Technology,582893165327179776,'data protect author rubberstamp aw data process agreement group data p'
Social,582892725151899648,'stade francai rugbi michalak ad toulon squad'
Politics,582891326083043329,'in new zealand'
Social,582891318134755328,'brussel ap dairi farmer have hit street brussel protest lift milk quota'
Social,582890973274963968,'congratul pupil nick isiekw who plai england in championship tonight'
Politics,582890716701024256,'renew promis speech minist koender governmentnl'
Social,582890593493381120,'rugbyunit challeng cup risk becom rugbi johnston paint trophi guardian blog'
Technology,582890581925371904,'commiss press releas press releas smart grid smart energi'
Politics,582890488170151937,'nato chief jen stoltenberg urg closer cooper north'
Technology,582889261445316608,'cloud data protect author rubberstamp aw data process agreement group data'
Social,582889096995053568,'doe much better job track materi depriv associ wpoverti than'
Social,582888912542105600,'hei falk check thi out summer school law sea in genoa'
Social,582888302287593472,'adopt more bark rule imposs enforc pass set draft rule it'
Politics,582888296042336256,'spread word sign petit about votingright ep believeinitactonit'
Social,582888221899526144,'blogpost heart matter assess credibl when children appli asylum in'
Economy,582887974502682625,'presid want ditch ban proprietari trade bank plan ban bank take'
Social,582886650998595584,'do leader get paid'
Economy,583231070880989184,'serbianew insur law condit liber insur servic market addit harmonizat'
Social,583230999607136256,'dtn world cup uefa seek thirdparti ownership law uefa player fifpro ask commi'
Economy,583001215262285824,'mcdonald under scrutini tax rule in luxembourg union charg fast food chain avoidi gua'
Economy,583001211147665409,'mcdonald under scrutini tax rule in luxembourg teamfollowback'
Economy,583000888844791810,'synopsi currenc idea monetari polit in'
Economy,582978101900140544,'regul queri luxembourg mcdonald tax deal sourc antitrust regulat breakingnew'
Economy,582978068136005632,'brussel reuter antitrust regul have ask luxembourg inform it tax ruli'
Social,582951161944104960,'totallycoolpix clean up shipbreak plan impos strict new rule compani'
Social,582950522451292160,'novicesth benefit go work citizen who move anoth member state entitl'
Economy,582950483645501442,'fail reach deal reform imf grexit'
Economy,582949877740478464,'gcscipart conversationeuropean uniontrad partner friend ttip ecodev sisciti trade'
Economy,582949501926703104,'german govern should spend more monei help itself it neighbor in thi help'
Economy,582948292763328512,'solar energi in'
Politics,582948282894295041,'walk tightrop'
Technology,582947887786541056,'facebook track all user includ on who have loggedout regist tech technew technologi'
Economy,582946784902713344,'govern back billion euro loan brussel reuter govern skibab'
Technology,582946569969881088,'data protect author approv amazon web servic data process agreement thecloudbook'
Politics,582946404798062592,'synopsi after lisbon politi polit polici'
Politics,582946400507277312,'creativ style flag wooden tissu b'
Politics,582946396321423360,'synopsi enlarg andra baneth'
Social,582946392265506816,'synopsi chang continu social polici'
Economy,582946176401428480,'govern back billion euro loan brussel reuter govern formal ap'
Economy,582946162660896768,'anonhqnew govern back billion euro loan brussel reuter govern'
Economy,582946148618350592,'new govern back billion euro loan brussel reuter govern worldnew'
Politics,582945284046503936,'norwai lobbi britain stai in davidcameron'
Economy,582978060456202240,'regul queri luxembourg mcdonald tax deal sourc antitru'
Economy,582978050880638976,'regul queri luxembourg mcdonald tax deal sourc brussel reuter ant studi'
Economy,582978005410193408,'regul queri luxembourg mcdonald tax deal sourc brussel reuter antitrust regul have ask l'
Social,582977790527594498,'pill approv like half year if it help'
Economy,582977474218323968,'synopsi east asia econom relationship'
Economy,582977470418325504,'govern back billion euro loanword'
Politics,582977469638148096,'synopsi polit represent legitimaci in'
Politics,582977464466575360,'synopsi structur process clive archer'
Economy,582977459555049473,'synopsi euro integr theori econom monetari'
Economy,583000880288399361,'synopsi govern financi servic in lucia quaglia'
Politics,583000875733389312,'synopsi commerci integr between mexico'
Social,583000871530688513,'synopsi romania weak vanquish strong'
Economy,583000671416287234,'mcdonald under scrutini tax rule in luxembourg theguardian'
Technology,583000333716066304,'sai leav facebook if you val imor stitm secur your privaci life'
Social,582999971072319489,'challeng cup risk becom rugbi johnston paint trophi network front guardian shou'
Economy,583230879964766208,'japanes consid eastern have differ rule than other countri in lol'
Social,583230051644239873,'surviv prospect war russia soro reform'
Economy,583229932366479360,'recommend sanction impos isra regim it settlement expansi'
Politics,583047531585613824,'synopsi kei fact patrick w nee'
Economy,583047527210987520,'synopsi race foreign direct invest in'
Social,583047522861518848,'synopsi integr thirdcountri nation in'
Politics,583047403416109056,'bosnia nation parliament approv longawait central cabinet expect'
Economy,583046677159792641,'lawmak back plan end overfish in baltic sea lawmak back long'
Economy,583045800038674433,'we could just leav then set own trade deal rest world'
Social,583043511982899200,'do american understand all it realli strang them idk'
Economy,583042310763626496,'major automot compani want countri stai within'
Economy,583042160850821120,'could russia crush'
Politics,583041365665308672,'ed miliband exit threat make reform harder negoti'
Politics,583041042733248512,'howev revolut tyranni conspicu absenc within'
Social,583040495477133313,'synopsi foreign secur polici andra baneth'
Economy,583039249559093248,'deleg driver job in'
Economy,583038742065205248,'seek inform luxembourg tax deal mcdonald author seek informati'
Politics,583038596749385728,'go am veri bad becaus work hard lesson trkiy relat think you know me'
Politics,583036836802629632,'membership buss us these note in your revis'
Economy,583036803961196544,'want catalonia spain becaus all rest countri poor wast monei in parti'
Economy,583036624243691520,'mcdonald under scrutini tax rule in luxembourg guardian'
Politics,582489435213836288,'miliband let me veri clear long term futur li insid outsid sai con lead chao in'
Social,582465457510162432,'just upload corpor social respons within framework'
Politics,582465375096426496,'studi fundament right in role charter after lisbon treati'
Politics,582462111705477120,'a bulgaria empti govern struggl dole out pension pot poorest countri in e'
Social,582460922112802816,'most like fail meet ambiti goal reduc greenhous ga emiss report found'
Social,582458793746964481,'sick thoughim'
Social,582458595574476800,'world largest aid donor develop world petar petrov'
Politics,582457637201059840,'britain influenc in wane'
Technology,582455005916979200,'launch investig ecommerc firm boost crossbord trade antitrust reg'
Social,582453545611431936,'facebook data privaci case heard befor court'
Social,582452984262619136,'luggag new bond leather passport wallet holder cover tweetmystock'
Politics,582452870227836929,'major multin compani us lobbi group front water down climat polici'
Politics,582452825667440641,'friend funni foreign minist iran six world power a well a union foreign polic'
Politics,582449833820090370,'kyiv new mogherini juncker put off visit kyiv union fore kiev ukrainian ua'
Politics,582448525226745856,'inform meet climatechang held in riga eulv geographi'
Politics,582447929744613376,'iran like domin holidayshorten week in'
Social,582447732494888960,'more than just it part businessnew'
Politics,582447662357692416,'univers impact economi societi five reason membership matter'
Technology,582447105383489536,'retw etidynam joao cravinho solut india flagship programm across sector smart'
Politics,582446471410249728,'nigeriavot hold press brief in abuja post elect we there tweet come sabcnew'
Social,582446308725686272,'time topic energi workshop'
Economy,582445858345656320,'discuss bank merger histor deal activ high but hasnt bounc back yet'
Technology,582445193409925120,'joao cravinho solut india flagship programm across sector smartciti cleantech'
Social,582445015974064128,'type diabet chmp recommend empagliflozinmetformin hydrochlorid approv in ing'
Economy,582444683931971584,'econom consequ britain leav analysi brexit electioneconom'
Economy,582444551975096320,'hand m in taxpayerfund grant eco group includ on who want brussel sue britain'
Economy,582444432324235264,'three million job in link trade britain'
Politics,582444263767715840,'britain influenc in wane brexit'
Technology,582443339120816128,'retw lexineru retw ebtceu can provid india advanc technologi sai joao cravinho'
Technology,582443336922988544,'retw lexineru retw ebtceu can provid india advanc technologi sai joao cravinho econom time'
Politics,582443022807224322,'rupavahinitv had reimpos ban ltte said deputi foreign affair minist ajit'
Politics,582442887343972352,'thi week we have plenti deadlin on horizon program anoth set'
Technology,582442512159272960,'retw ebtceu can provid india advanc technologi sai joao cravinho econom time'
Technology,582442505964228608,'retw ebtceu can provid india advanc technologi sai joao cravinho econom time e'
Economy,582442158168236032,'leav act econom self harm could risk recoveri lib dem leader nick clegg said'
Social,582439097064652800,'bloodi peski inflamm materi restrict d d d'
Economy,582435953677115392,'small busi reject exit custom todai newspap bizitalk'
